Date & Time,"Average  Wind Speed
(m/s)"," Average  Wind Dirction
(deg) "," Average Active Power
(MW) "," Forecasted Power 
(kW) "
8/24/2021 13:00,9.12,212.56,66.19,68.71
8/24/2021 13:10,9.02,212.49,66.14,69.64
8/24/2021 13:20,9.02,210.79,61.68,72.86
8/24/2021 13:30,9.17,210.82,69.13,73.68
8/24/2021 13:40,9.42,209.37,73.84,73.66
8/24/2021 13:50,9.65,208.82,79.16,74.15
8/24/2021 14:00,9.85,208.94,82.47,74.76
8/24/2021 14:10,9.93,208.91,84.19,77.96
8/24/2021 14:20,9.7,208.83,79.19,78.44
8/24/2021 14:30,9.64,209.07,78.92,78.93
8/24/2021 14:40,9.84,208.67,83,83.58
8/24/2021 14:50,10.02,208.31,85.32,82.53
8/24/2021 15:00,9.85,208.68,83.01,83.29
8/24/2021 15:10,9.92,208.26,83.52,86.78
8/24/2021 15:20,10.22,207.21,89.69,87.48
8/24/2021 15:30,10.46,212.16,86.66,87.23
8/24/2021 15:40,10.51,206.82,84.34,87.75
8/24/2021 15:50,10.48,204.31,93.17,88.26
8/24/2021 16:00,10.38,204.38,92.09,91.36
8/24/2021 16:10,10.53,205.4,90.15,91.77
8/24/2021 16:20,10.17,204.38,88.66,95.38
8/24/2021 16:30,10.19,204.3,88.82,94.43
8/24/2021 16:40,10.34,203.46,90.37,94.75
8/24/2021 16:50,10.25,202.84,89.66,91.75
8/24/2021 17:00,10.33,201.75,90.31,92.2
8/24/2021 17:10,10.25,201.22,89.37,93.53
8/24/2021 17:20,10.07,199.83,86.48,93.93
8/24/2021 17:30,10.04,197.97,86.5,91.49
8/24/2021 17:40,10.55,197.15,94.03,93.74
8/24/2021 17:50,10.92,196.22,97.76,91.06
8/24/2021 18:00,10.96,195.08,98.45,91.24
8/24/2021 18:10,10.99,194.28,98.72,91.7
8/24/2021 18:20,11.09,193.07,99.42,96.44
8/24/2021 18:30,11.38,192.87,100.47,96.72
8/24/2021 18:40,11.73,193.78,101.09,99.9
8/24/2021 18:50,11.95,194.04,101.38,100.02
8/24/2021 19:00,11.98,193.7,101.29,101.17
8/24/2021 19:10,11.79,193.33,101.11,101.24
8/24/2021 19:20,11.84,192.25,101.05,101.89
8/24/2021 19:30,11.89,192.07,101.04,101.94
8/24/2021 19:40,11.88,192.29,101.23,101.88
8/24/2021 19:50,11.73,192.28,101.07,101.94
8/24/2021 20:00,11.83,192.56,100.82,101.65
8/24/2021 20:10,11.99,192.32,101.07,101.72
8/24/2021 20:20,11.95,191.6,101.12,101.88
8/24/2021 20:30,11.85,191.98,101.15,101.94
8/24/2021 20:40,11.79,192.4,100.87,101.83
8/24/2021 20:50,11.96,193.21,101.06,101.89
8/24/2021 21:00,12.24,194.7,101.42,101.95
8/24/2021 21:10,12.12,195.35,101.49,102.01
8/24/2021 21:20,11.83,196.41,101.03,102.07
8/24/2021 21:30,11.7,196.38,100.75,102.13
8/24/2021 21:40,11.8,196.8,101.04,102.19
8/24/2021 21:50,11.61,197.14,100.77,102.03
8/24/2021 22:00,11.24,197.25,99.53,102.07
8/24/2021 22:10,11.05,199.42,98.16,101.66
8/24/2021 22:20,11.04,200.32,97.77,101.71
8/24/2021 22:30,10.93,200.77,94.18,101.49
8/24/2021 22:40,10.83,201.34,93.48,101.54
8/24/2021 22:50,10.79,200.97,92.72,99.2
8/24/2021 23:00,10.82,199.88,96.24,99.32
8/24/2021 23:10,10.85,199.9,97.16,96.8
8/24/2021 23:20,10.65,199.95,94.78,97.01
8/24/2021 23:30,10.58,199.94,93.68,98
8/24/2021 23:40,10.69,201.01,94.89,98.13
8/24/2021 23:50,10.76,202.4,95.95,96.84
25/8/2021,10.92,203.54,97.25,96.99
8/25/2021 0:10,10.9,202.9,96.93,96.82
8/25/2021 0:20,10.5,203.77,93.08,96.96
8/25/2021 0:30,10.66,204.26,94.59,98.51
8/25/2021 0:40,10.92,203.41,97.4,98.51
8/25/2021 0:50,11.09,203.54,98.54,95.87
8/25/2021 1:00,11.39,203.07,99.86,95.93
8/25/2021 1:10,11.44,202.33,100.44,97.96
8/25/2021 1:20,11.45,203.19,100.4,97.92
8/25/2021 1:30,11.36,202.45,100.04,99.83
8/25/2021 1:40,11.76,202.1,101.1,99.82
8/25/2021 1:50,11.96,201.46,101.28,100.23
8/25/2021 2:00,11.93,201.72,101.1,100.2
8/25/2021 2:10,11.96,202.65,101.29,100.71
8/25/2021 2:20,12,203.38,101.46,100.67
8/25/2021 2:30,12.15,205.08,101.55,100.74
8/25/2021 2:40,12.08,205.51,101.33,100.53
8/25/2021 2:50,12.03,205.52,101.5,100.68
8/25/2021 3:00,12.22,205.79,101.55,100.77
8/25/2021 3:10,12.51,204.7,101.71,101.86
8/25/2021 3:20,12.64,203.1,100.99,101.79
8/25/2021 3:30,12.77,202.9,98.52,101.82
8/25/2021 3:40,12.91,203.09,98.56,101.9
8/25/2021 3:50,12.93,202.56,99.44,101.86
8/25/2021 4:00,12.78,202.34,101.88,99.48
8/25/2021 4:10,12.85,202.74,101.86,99.52
8/25/2021 4:20,12.61,202.95,101.79,99.54
8/25/2021 4:30,12.17,203.79,101.5,99.56
8/25/2021 4:40,11.99,205.23,101.31,99.4
8/25/2021 4:50,11.95,206.34,101.19,99.21
8/25/2021 5:00,11.86,207.11,100.78,98.98
8/25/2021 5:10,11.62,207.12,100.74,98.72
8/25/2021 5:20,11.39,206.93,100.24,98.41
8/25/2021 5:30,11.2,206.5,99.35,98.07
8/25/2021 5:40,10.9,208.13,97.67,97.66
8/25/2021 5:50,10.59,209.12,94.95,97.2
8/25/2021 6:00,10.39,210.83,92.21,98.3
8/25/2021 6:10,10.32,211.59,90.78,97.98
8/25/2021 6:20,9.87,211.77,83.02,97.62
8/25/2021 6:30,9.83,212.55,82.44,97.24
8/25/2021 6:40,9.58,213.03,77.76,85.37
8/25/2021 6:50,9.4,212.33,73.96,85.5
8/25/2021 7:00,9.44,213.04,74.63,85.57
8/25/2021 7:10,9.24,215.41,70.84,85.61
8/25/2021 7:20,9.22,215.54,70.77,78.4
8/25/2021 7:30,9.31,214.87,72.14,78.66
8/25/2021 7:40,9.66,215.4,78.11,76.19
8/25/2021 7:50,9.44,216.34,73.16,76.94
8/25/2021 8:00,9.28,216.53,69.67,79.92
8/25/2021 8:10,9.09,215.52,65.93,80.74
8/25/2021 8:20,9.09,214.19,65.35,77.23
8/25/2021 8:30,9.18,212.91,67.83,78.23
8/25/2021 8:40,9.15,212.2,66.79,75.06
8/25/2021 8:50,9.43,210.75,73.57,76.01
8/25/2021 9:00,9.77,210.6,81.48,75.44
8/25/2021 9:10,9.87,210.22,83.4,76.43
8/25/2021 9:20,10.13,210.02,87.05,81.16
8/25/2021 9:30,10.19,208.78,88.63,81.87
8/25/2021 9:40,9.95,207.65,84.62,90.53
8/25/2021 9:50,9.88,207.87,83.34,90.93
8/25/2021 10:00,10.03,208.05,86.12,92.09
8/25/2021 10:10,10.33,207.95,91.05,92.4
8/25/2021 10:20,10.25,207.18,90.29,89.67
8/25/2021 10:30,10.24,207.07,89.84,90.09
8/25/2021 10:40,9.92,207.13,84.4,93.85
8/25/2021 10:50,10.25,207.95,90.42,94.17
8/25/2021 11:00,10.28,210.16,90.55,87.96
8/25/2021 11:10,10.19,211.51,88.77,88.57
8/25/2021 11:20,10.24,211.88,90.07,93.65
8/25/2021 11:30,10.2,210.87,89.64,94.04
8/25/2021 11:40,9.94,209.97,84.35,92.64
8/25/2021 11:50,9.99,209.08,85.62,93.06
8/25/2021 12:00,9.74,209.62,80.95,90.11
8/25/2021 12:10,9.76,211.31,81.81,90.64
8/25/2021 12:20,9.74,212.06,80.76,85.95
8/25/2021 12:30,9.76,210.97,81.04,86.67
8/25/2021 12:40,9.99,208.78,84.47,86.26
8/25/2021 12:50,9.97,208.19,83.3,86.96
8/25/2021 13:00,10,207.88,85.23,88.34
8/25/2021 13:10,10.45,207.43,91.85,88.97
8/25/2021 13:20,10.5,206.19,88.59,88.92
8/25/2021 13:30,10.28,205.07,87.05,89.53
8/25/2021 13:40,10.01,205.26,83.62,91.68
8/25/2021 13:50,10,206.47,83.5,92.16
8/25/2021 14:00,10.06,207.64,84.14,87.73
8/25/2021 14:10,10.28,206.71,90.44,88.37
8/25/2021 14:20,10.15,206.45,88.75,88.93
8/25/2021 14:30,10.25,206.42,90.4,88.83
8/25/2021 14:40,10.28,205.02,90.53,91.81
8/25/2021 14:50,10.39,205.03,91.85,92.28
8/25/2021 15:00,10.54,205.11,94.46,92.69
8/25/2021 15:10,10.48,205.59,94.13,93.84
8/25/2021 15:20,10.58,205.86,95.08,94.16
8/25/2021 15:30,10.55,205.06,94.3,96.55
8/25/2021 15:40,10.58,202.94,93.86,96.33
8/25/2021 15:50,10.52,202.63,93.53,96.61
8/25/2021 16:00,10.44,201.61,91.51,95.83
8/25/2021 16:10,10.62,199.44,94.55,96.15
8/25/2021 16:20,10.42,199.02,92.29,94.7
8/25/2021 16:30,10.66,198.98,94.51,95.07
8/25/2021 16:40,10.76,199.28,96.18,95.38
8/25/2021 16:50,10.89,199.93,97.84,94.97
8/25/2021 17:00,11.07,200.32,99.19,98.01
8/25/2021 17:10,10.86,198.94,97,98.23
8/25/2021 17:20,10.97,196.99,98.41,100.08
8/25/2021 17:30,11.23,195.15,99.72,100.22
8/25/2021 17:40,11.65,193.48,100.96,98.67
8/25/2021 17:50,11.9,192.27,101.09,98.86
8/25/2021 18:00,11.53,190.84,100.48,101.43
8/25/2021 18:10,11.39,190.59,100.04,101.52
8/25/2021 18:20,11.42,189.33,100.21,101.67
8/25/2021 18:30,11.49,188.52,100.26,101.73
8/25/2021 18:40,11.53,187.76,100.58,100.89
8/25/2021 18:50,11.34,187.31,100.14,101
8/25/2021 19:00,11.36,187.57,99.97,101.05
8/25/2021 19:10,11.67,187.1,100.58,101.14
8/25/2021 19:20,11.97,187.85,101.35,101.23
8/25/2021 19:30,12,188.24,101.18,100.83
8/25/2021 19:40,12.16,188.49,101.33,100.93
8/25/2021 19:50,12.41,188.69,101.58,101.37
8/25/2021 20:00,12.48,188.69,99.23,101.44
8/25/2021 20:10,12.77,189.12,98.38,101.51
8/25/2021 20:20,12.75,189.93,98.4,101.58
8/25/2021 20:30,12.86,190.75,100.54,99.39
8/25/2021 20:40,12.85,192.01,101.83,99.55
8/25/2021 20:50,12.9,192.97,101.92,99.63
8/25/2021 21:00,13.12,192.99,102.01,99.78
8/25/2021 21:10,12.79,193.72,101.76,102.26
8/25/2021 21:20,12.82,194.03,101.88,102.3
8/25/2021 21:30,12.51,195.41,101.7,102.37
8/25/2021 21:40,12.79,196.77,101.8,102.41
8/25/2021 21:50,12.68,197.11,101.69,102.25
8/25/2021 22:00,12.52,198.69,101.67,102.29
8/25/2021 22:10,12.43,199.89,101.6,102.19
8/25/2021 22:20,12.26,200.49,101.57,101.96
8/25/2021 22:30,12.21,200.88,101.42,102.02
8/25/2021 22:40,11.87,202.1,101.15,101.95
8/25/2021 22:50,11.72,201.54,101.02,102.01
8/25/2021 23:00,11.99,200.8,101.22,101.43
8/25/2021 23:10,12.3,201.68,101.54,101.51
8/25/2021 23:20,12.78,202.85,101.87,101.65
8/25/2021 23:30,12.56,203.65,101.8,101.72
8/25/2021 23:40,12.32,203.48,101.58,102.1
8/25/2021 23:50,12.23,202.82,101.51,102.16
26/8/2021,12.63,202.52,101.77,101.98
8/26/2021 0:10,12.86,201.86,101.9,102.04
8/26/2021 0:20,12.72,199.87,101.87,102.15
8/26/2021 0:30,12.71,199.14,101.77,102.21
8/26/2021 0:40,12.71,198.72,101.12,102.2
8/26/2021 0:50,13.1,198.53,98.52,102.25
8/26/2021 1:00,12.9,199.58,98.48,102.29
8/26/2021 1:10,12.77,200.78,98.84,99.51
8/26/2021 1:20,12.77,200.79,101.74,99.53
8/26/2021 1:30,12.96,200.09,101.9,99.68
8/26/2021 1:40,12.65,199.33,101.76,102.08
8/26/2021 1:50,12.33,199.51,101.64,102.14
8/26/2021 2:00,12.19,201.53,101.58,102.2
8/26/2021 2:10,12.2,203.13,101.51,102.23
8/26/2021 2:20,11.82,203.79,101.37,101.97
8/26/2021 2:30,11.96,204.36,101.24,102.04
8/26/2021 2:40,11.9,204.78,101.32,101.83
8/26/2021 2:50,11.85,205.96,101.16,101.9
8/26/2021 3:00,12.12,207.58,101.5,101.77
8/26/2021 3:10,12.2,207.05,101.58,101.85
8/26/2021 3:20,11.87,206.68,101.4,101.92
8/26/2021 3:30,11.68,206.88,101.18,101.98
8/26/2021 3:40,11.76,206.77,101.23,101.8
8/26/2021 3:50,11.75,206.35,101.21,101.83
8/26/2021 4:00,12.08,205.58,101.5,101.6
8/26/2021 4:10,12.56,205.48,101.76,101.63
8/26/2021 4:20,12.52,205.38,101.72,101.83
8/26/2021 4:30,12.57,206.08,101.73,101.83
8/26/2021 4:40,12.49,205.54,101.68,101.92
8/26/2021 4:50,12.73,205.11,101.88,101.98
8/26/2021 5:00,13.27,204.31,102.08,102.07
8/26/2021 5:10,13.33,202.43,100.75,102.13
8/26/2021 5:20,12.97,201.49,98.61,102.29
8/26/2021 5:30,12.93,202.01,98.58,102.36
8/26/2021 5:40,13.06,204,100.25,101.25
8/26/2021 5:50,13.06,205.83,102.06,101.34
8/26/2021 6:00,13.05,206.51,102.08,102.28
8/26/2021 6:10,12.71,207.02,101.71,102.33
8/26/2021 6:20,12.85,206.48,101.8,102.38
8/26/2021 6:30,13.1,205.01,101.98,102.43
8/26/2021 6:40,12.93,203.94,101.87,101.95
8/26/2021 6:50,12.57,204.2,101.67,101.75
8/26/2021 7:00,12.49,206.46,101.67,101.69
8/26/2021 7:10,12.41,207.36,101.55,101.46
8/26/2021 7:20,12.53,206.68,101.67,101.17
8/26/2021 7:30,12.39,207.71,101.62,100.9
8/26/2021 7:40,12.27,209.26,101.51,100.9
8/26/2021 7:50,12.42,211.39,101.64,100.66
8/26/2021 8:00,12.91,213.75,101.89,101.75
8/26/2021 8:10,12.64,214.61,101.8,101.84
8/26/2021 8:20,12.46,215.15,101.6,102.14
8/26/2021 8:30,12.6,215.84,101.68,102.23
8/26/2021 8:40,12.75,214.92,101.77,102.06
8/26/2021 8:50,12.68,214.34,101.78,102.12
8/26/2021 9:00,12.57,213.43,101.7,102.17
8/26/2021 9:10,12.61,212.76,101.7,102.16
8/26/2021 9:20,12.49,213.05,101.67,102.22
8/26/2021 9:30,12.25,212.23,101.51,102.23
8/26/2021 9:40,12.24,211.57,101.49,102.04
8/26/2021 9:50,12.58,211.83,98.98,102.1
8/26/2021 10:00,12.39,212.59,98.24,101.92
8/26/2021 10:10,11.65,213.06,97.65,101.98
8/26/2021 10:20,11.19,214.03,98.81,99.35
8/26/2021 10:30,10.63,214.5,95.32,99.52
8/26/2021 10:40,10.64,214.37,94.95,99.97
8/26/2021 10:50,10.61,214.19,94.58,100.11
8/26/2021 11:00,10.6,214.22,94.44,95.91
8/26/2021 11:10,10.8,213.76,96.51,96.22
8/26/2021 11:20,10.57,213.44,93.81,96.42
8/26/2021 11:30,10.31,213.54,90.85,96.69
8/26/2021 11:40,10.18,213.59,87.46,93.61
8/26/2021 11:50,10.21,213.76,88.12,94.02
8/26/2021 12:00,10.76,214.24,96.32,90.95
8/26/2021 12:10,10.85,214.84,97.27,91.45
8/26/2021 12:20,10.71,215.19,95.46,97.74
8/26/2021 12:30,10.6,211.51,93.85,97.96
8/26/2021 12:40,9.94,208.87,82.55,97
8/26/2021 12:50,9.83,206.52,81.11,97.26
8/26/2021 13:00,10.13,205.57,86.17,86.98
8/26/2021 13:10,10.69,203.99,95.1,87.66
8/26/2021 13:20,10.97,201.76,97.59,89.7
8/26/2021 13:30,11.28,200.78,99.73,90.27
8/26/2021 13:40,11.3,200.22,99.67,98.8
8/26/2021 13:50,11.17,202.19,99.12,98.99
8/26/2021 14:00,11.27,203.1,99.76,100.58
8/26/2021 14:10,11.02,202.93,97.99,100.69
8/26/2021 14:20,11.38,204.77,99.7,100.42
8/26/2021 14:30,11.43,204.55,99.78,100.54
8/26/2021 14:40,11.61,205.47,100.9,99.27
8/26/2021 14:50,11.79,205.33,101.13,99.42
8/26/2021 15:00,11.73,204.92,100.99,100.66
8/26/2021 15:10,12.04,204.57,101.31,100.77
8/26/2021 15:20,12.02,202.5,101.28,101.68
8/26/2021 15:30,12.15,199.87,101.3,101.75
8/26/2021 15:40,12.44,199.33,101.52,101.85
8/26/2021 15:50,12.69,198.76,101.72,101.91
8/26/2021 16:00,12.91,197.85,99.39,101.86
8/26/2021 16:10,13.42,196.62,98.76,101.93
8/26/2021 16:20,13.69,196.25,98.96,101.99
8/26/2021 16:30,13.97,196.41,100.72,102.04
8/26/2021 16:40,14.08,195.04,102.64,102.09
8/26/2021 16:50,13.95,194.14,102.55,100.06
8/26/2021 17:00,13.78,193.72,102.47,100.18
8/26/2021 17:10,13.8,194.41,102.49,102.84
8/26/2021 17:20,13.44,194.37,102.28,102.87
8/26/2021 17:30,13.13,194.4,102.06,102.73
8/26/2021 17:40,13.16,195.27,102.01,102.76
8/26/2021 17:50,13.24,194.81,102.05,102.58
8/26/2021 18:00,13.38,195.47,102.16,102.62
8/26/2021 18:10,13.31,195.65,102.13,102.36
8/26/2021 18:20,13.61,195.67,102.31,102.4
8/26/2021 18:30,13.71,196.25,102.35,102.42
8/26/2021 18:40,14.16,197.32,102.59,102.46
8/26/2021 18:50,14.55,197.56,102.82,102.59
8/26/2021 19:00,15.01,197.16,103.06,102.62
8/26/2021 19:10,15.26,196.58,103.13,102.66
8/26/2021 19:20,15.47,196.78,103.23,103.15
8/26/2021 19:30,15.62,196.6,103.27,103.16
8/26/2021 19:40,15.38,195.59,103.2,103.3
8/26/2021 19:50,15.14,193.77,103.13,103.31
8/26/2021 20:00,15,193.12,103.07,103.32
8/26/2021 20:10,14.97,194.29,101.79,103.27
8/26/2021 20:20,15.2,196.99,99.69,102.09
8/26/2021 20:30,15.27,196.93,99.7,102.15
8/26/2021 20:40,15.02,198.02,101.1,100.49
8/26/2021 20:50,15.23,198.13,103.12,100.61
8/26/2021 21:00,15.32,196.96,103.17,103.17
8/26/2021 21:10,15.26,195.64,103.17,103.18
8/26/2021 21:20,14.74,196.44,103,103.24
8/26/2021 21:30,14.26,197.78,102.76,103.25
8/26/2021 21:40,14.25,200.8,102.74,103.08
8/26/2021 21:50,14.48,202.17,102.84,103.1
8/26/2021 22:00,14.16,201.47,102.69,102.92
8/26/2021 22:10,14.13,202.06,102.69,102.95
8/26/2021 22:20,13.96,201.72,102.63,102.95
8/26/2021 22:30,13.75,202.52,102.53,102.97
8/26/2021 22:40,13.51,202.1,102.27,102.81
8/26/2021 22:50,13.36,201.32,102.19,102.84
8/26/2021 23:00,13.54,200.9,102.25,102.77
8/26/2021 23:10,13.53,199.89,102.3,102.79
8/26/2021 23:20,13.29,199.72,102.09,102.51
8/26/2021 23:30,13.33,199.91,102.15,102.55
8/26/2021 23:40,13.58,199.82,102.33,102.4
8/26/2021 23:50,13.77,200.67,101.25,102.44
27/8/2021,13.69,200.81,99.01,101.59
8/27/2021 0:10,13.5,201.03,98.91,101.67
8/27/2021 0:20,13.68,200.37,100.27,99.96
8/27/2021 0:30,14.01,199.07,102.58,100.11
8/27/2021 0:40,14.2,197.72,102.76,100.03
8/27/2021 0:50,14.15,197.36,102.65,100.16
8/27/2021 1:00,14.23,198.37,102.69,102.92
8/27/2021 1:10,14.07,199.6,102.6,102.95
8/27/2021 1:20,14.03,201.12,102.57,102.85
8/27/2021 1:30,13.61,201.48,102.4,102.88
8/27/2021 1:40,13.51,201.49,102.36,102.9
8/27/2021 1:50,13.43,201.18,102.28,102.79
8/27/2021 2:00,13.39,201.97,102.27,102.82
8/27/2021 2:10,13.51,203.78,102.32,102.66
8/27/2021 2:20,13.62,204.42,102.32,102.69
8/27/2021 2:30,13.44,205.53,102.31,102.6
8/27/2021 2:40,13.25,206.24,102.12,102.63
8/27/2021 2:50,13.14,206.58,102.11,102.58
8/27/2021 3:00,12.77,206.46,101.85,102.62
8/27/2021 3:10,12.79,205.89,101.87,102.45
8/27/2021 3:20,12.74,206.03,101.81,102.49
8/27/2021 3:30,12.7,206.37,100.86,102.24
8/27/2021 3:40,12.52,207.25,98.39,102.29
8/27/2021 3:50,12.35,209.46,98.31,102.31
8/27/2021 4:00,12.46,210.62,101.54,102.35
8/27/2021 4:10,12.49,209.69,101.64,102.31
8/27/2021 4:20,12.84,209.58,101.84,102.35
8/27/2021 4:30,13.17,208.74,102.06,102.07
8/27/2021 4:40,13.37,208.99,102.22,102.13
8/27/2021 4:50,12.9,210.15,101.96,102.18
8/27/2021 5:00,12.9,211.84,101.95,102.23
8/27/2021 5:10,12.96,214.5,102.02,102.27
8/27/2021 5:20,13.01,214.56,101.99,102.33
8/27/2021 5:30,13.19,213.47,102.14,102.39
8/27/2021 5:40,13.26,214.58,102.21,102.44
8/27/2021 5:50,12.86,214.47,101.92,102.49
8/27/2021 6:00,12.89,213.55,101.91,102.55
8/27/2021 6:10,12.76,212.21,101.75,102.61
8/27/2021 6:20,12.86,211.88,101.78,102.66
8/27/2021 6:30,12.55,213.69,101.66,102.71
8/27/2021 6:40,12.04,216.37,99.43,102.76
8/27/2021 6:50,11.71,219.26,97.32,102.81
8/27/2021 7:00,11.64,221.01,96.87,100.3
8/27/2021 7:10,11.35,221.62,98.28,100.43
8/27/2021 7:20,11.27,219.72,99.04,98.25
8/27/2021 7:30,11.1,218.45,97.99,98.47
8/27/2021 7:40,11.15,217.83,98.46,100.04
8/27/2021 7:50,11.16,216.27,98.44,100.18
8/27/2021 8:00,11.64,213.88,100.38,99.46
8/27/2021 8:10,11.73,214.77,101.11,99.62
8/27/2021 8:20,11.7,216.65,101.01,99.63
8/27/2021 8:30,11.79,214.39,101.01,99.77
8/27/2021 8:40,11.92,215.35,101.23,101.49
8/27/2021 8:50,11.77,217.2,101.11,101.57
8/27/2021 9:00,11.06,216.98,98.97,101.6
8/27/2021 9:10,10.5,215.81,92.04,101.67
8/27/2021 9:20,10.34,215.35,87.06,101.73
8/27/2021 9:30,10.23,215.42,87.27,101.77
8/27/2021 9:40,10.26,217.09,90.17,101.83
8/27/2021 9:50,10.1,219.31,87.19,100.3
8/27/2021 10:00,9.79,219.9,80.22,100.42
8/27/2021 10:10,10.06,217.07,84.21,91.44
8/27/2021 10:20,10.44,213.78,91.26,91.87
8/27/2021 10:30,10.7,210.77,91.93,92.25
8/27/2021 10:40,11.08,210.21,95.06,92.65
8/27/2021 10:50,11.31,211.81,96.28,87.12
8/27/2021 11:00,11.56,214.31,97.33,87.71
8/27/2021 11:10,11.25,215.43,95.78,97.09
8/27/2021 11:20,10.95,215.26,94.41,97.56
8/27/2021 11:30,10.78,214.6,93.29,97.82
8/27/2021 11:40,10.74,215.26,96.51,96.26
8/27/2021 11:50,10.73,216.97,96,96.56
8/27/2021 12:00,11.21,215.95,98.73,96.82
8/27/2021 12:10,11.88,211.93,101.06,96.05
8/27/2021 12:20,12.22,210.13,101.42,96.31
8/27/2021 12:30,12.32,208.67,101.46,99.77
8/27/2021 12:40,12.54,207.61,101.62,101.85
8/27/2021 12:50,12.02,207.56,101.36,101.92
8/27/2021 13:00,11.86,207.24,101.17,102
8/27/2021 13:10,11.83,206.82,100.97,102.07
8/27/2021 13:20,11.63,207.04,100.79,101.76
8/27/2021 13:30,11.59,205.59,100.82,101.83
8/27/2021 13:40,11.34,206.03,100.03,101.37
8/27/2021 13:50,11.6,206.62,100.84,101.46
8/27/2021 14:00,11.79,208.28,101.02,101.53
8/27/2021 14:10,11.56,209.44,100.47,101.54
8/27/2021 14:20,11.38,210,100.46,101.61
8/27/2021 14:30,11.07,210.03,99.25,101.62
8/27/2021 14:40,11.61,210.64,100.5,101.69
8/27/2021 14:50,12.42,210.43,101.61,101.13
8/27/2021 15:00,12.64,208.96,101.63,101.22
8/27/2021 15:10,12.48,205.86,101.57,101.3
8/27/2021 15:20,12.47,204.11,101.53,101.38
8/27/2021 15:30,12.78,203.76,101.73,100.63
8/27/2021 15:40,12.94,204.16,101.81,102.03
8/27/2021 15:50,13.39,203.66,102.12,102.09
8/27/2021 16:00,13.67,202.92,101.58,102.16
8/27/2021 16:10,13.58,203.41,101.41,102.21
8/27/2021 16:20,13.56,203.73,102.25,101.78
8/27/2021 16:30,13.45,203.36,102.18,101.85
8/27/2021 16:40,13.93,203.31,102.53,102.52
8/27/2021 16:50,14.15,203.38,102.65,102.56
8/27/2021 17:00,13.97,203.89,102.55,102.76
8/27/2021 17:10,13.73,203.01,102.38,102.79
8/27/2021 17:20,13.29,201.72,102.1,102.77
8/27/2021 17:30,13.18,201.1,101.99,102.8
8/27/2021 17:40,13.39,199.73,102.14,102.27
8/27/2021 17:50,13.34,198.44,102.17,102.33
8/27/2021 18:00,12.84,196.61,101.79,102.4
8/27/2021 18:10,12.95,197.28,101.85,102.45
8/27/2021 18:20,13.27,198.86,102.07,102.17
8/27/2021 18:30,13.1,196.81,101.9,102.23
8/27/2021 18:40,13.09,196.77,101.93,102.36
8/27/2021 18:50,13.07,197.77,101.91,102.41
8/27/2021 19:00,13.52,200.11,102.24,102.29
8/27/2021 19:10,13.77,201.98,102.44,102.33
8/27/2021 19:20,13.69,203.52,102.42,102.5
8/27/2021 19:30,13.95,203.75,102.51,102.54
8/27/2021 19:40,14.53,203.51,102.81,102.58
8/27/2021 19:50,14.82,203.76,102.98,102.73
8/27/2021 20:00,14.93,203.85,103.03,102.95
8/27/2021 20:10,14.97,204.19,103.05,102.97
8/27/2021 20:20,14.58,202.82,102.87,102.99
8/27/2021 20:30,14.45,202.21,102.79,103.13
8/27/2021 20:40,14.52,203.53,102.84,103.16
8/27/2021 20:50,14.58,204.66,102.91,103.17
8/27/2021 21:00,14.28,205.21,102.76,102.98
8/27/2021 21:10,14.25,204.85,102.74,103
8/27/2021 21:20,13.95,203.42,102.6,102.97
8/27/2021 21:30,13.54,202.57,102.39,102.99
8/27/2021 21:40,13.25,202.4,102.09,102.92
8/27/2021 21:50,13.06,201.61,102.04,102.95
8/27/2021 22:00,13.18,201.53,102.05,102.69
8/27/2021 22:10,12.9,201.19,101.9,102.72
8/27/2021 22:20,12.88,201.85,101.83,102.35
8/27/2021 22:30,13.09,203.89,102.03,102.4
8/27/2021 22:40,12.96,204.58,101.99,102.18
8/27/2021 22:50,13.22,205.22,102.06,102.23
8/27/2021 23:00,13.04,205.48,101.98,102.37
8/27/2021 23:10,12.95,207.67,101.95,102.43
8/27/2021 23:20,12.68,208.95,101.82,102.46
8/27/2021 23:30,12.51,211.21,101.67,102.45
8/27/2021 23:40,12.35,211.86,101.51,102.48
8/27/2021 23:50,12.46,212.26,101.62,102.52
28/8/2021,12.62,210.72,101.71,102.41
8/28/2021 0:10,12.6,213.41,101.75,102.45
8/28/2021 0:20,12.88,215.29,101.92,102.04
8/28/2021 0:30,12.99,215.07,101.91,102.1
8/28/2021 0:40,12.79,215.06,101.87,102.19
8/28/2021 0:50,13,214.59,101.94,102.24
8/28/2021 1:00,12.68,214.99,101.76,102.27
8/28/2021 1:10,12.51,215.72,101.76,102.32
8/28/2021 1:20,11.96,214.32,101.36,102.36
8/28/2021 1:30,11.87,213.33,101.18,102.4
8/28/2021 1:40,12.02,212.46,101.39,102.21
8/28/2021 1:50,11.96,213.71,101.32,102.26
8/28/2021 2:00,11.82,215.33,101.33,102.3
8/28/2021 2:10,11.87,215.97,101.39,101.77
8/28/2021 2:20,11.76,216.12,101.29,101.78
8/28/2021 2:30,11.44,216.56,100.55,101.85
8/28/2021 2:40,11.14,216.68,99.38,101.74
8/28/2021 2:50,11.03,217.13,97.98,101.81
8/28/2021 3:00,10.97,218.12,97.61,100.6
